,index,AwayTeam,Date,Div,FTHG,FTR,HomeTeam,IsTraining,Referee,away_away_1_team_corners_against,away_away_1_team_corners_for,away_away_1_team_goals_against,away_away_1_team_goals_for,away_away_1_team_possession,away_away_1_team_shotsoff_against,away_away_1_team_shotsoff_for,away_away_1_team_shotson_against,away_away_1_team_shotson_for,away_away_3_team_corners_against,away_away_3_team_corners_for,away_away_3_team_goals_against,away_away_3_team_goals_for,away_away_3_team_possession,away_away_3_team_shotsoff_against,away_away_3_team_shotsoff_for,away_away_3_team_shotson_against,away_away_3_team_shotson_for,away_away_6_team_corners_against,away_away_6_team_corners_for,away_away_6_team_goals_against,away_away_6_team_goals_for,away_away_6_team_possession,away_away_6_team_shotsoff_against,away_away_6_team_shotsoff_for,away_away_6_team_shotson_against,away_away_6_team_shotson_for,away_direct_team_corners_against,away_direct_team_corners_for,away_direct_team_goals_against,away_direct_team_goals_for,away_direct_team_possession,away_direct_team_shotsoff_against,away_direct_team_shotsoff_for,away_direct_team_shotson_against,away_direct_team_shotson_for,away_home_1_team_corners_against,away_home_1_team_corners_for,away_home_1_team_goals_against,away_home_1_team_goals_for,away_home_1_team_possession,away_home_1_team_shotsoff_against,away_home_1_team_shotsoff_for,away_home_1_team_shotson_against,away_home_1_team_shotson_for,away_home_3_team_corners_against,away_home_3_team_corners_for,away_home_3_team_goals_against,away_home_3_team_goals_for,away_home_3_team_possession,away_home_3_team_shotsoff_against,away_home_3_team_shotsoff_for,away_home_3_team_shotson_against,away_home_3_team_shotson_for,away_home_6_team_corners_against,away_home_6_team_corners_for,away_home_6_team_goals_against,away_home_6_team_goals_for,away_home_6_team_possession,away_home_6_team_shotsoff_against,away_home_6_team_shotsoff_for,away_home_6_team_shotson_against,away_home_6_team_shotson_for,home_away_1_team_corners_against,home_away_1_team_corners_for,home_away_1_team_goals_against,home_away_1_team_goals_for,home_away_1_team_possession,home_away_1_team_shotsoff_against,home_away_1_team_shotsoff_for,home_away_1_team_shotson_against,home_away_1_team_shotson_for,home_away_3_team_corners_against,home_away_3_team_corners_for,home_away_3_team_goals_against,home_away_3_team_goals_for,home_away_3_team_possession,home_away_3_team_shotsoff_against,home_away_3_team_shotsoff_for,home_away_3_team_shotson_against,home_away_3_team_shotson_for,home_away_6_team_corners_against,home_away_6_team_corners_for,home_away_6_team_goals_against,home_away_6_team_goals_for,home_away_6_team_possession,home_away_6_team_shotsoff_against,home_away_6_team_shotsoff_for,home_away_6_team_shotson_against,home_away_6_team_shotson_for,home_direct_team_corners_against,home_direct_team_corners_for,home_direct_team_goals_against,home_direct_team_goals_for,home_direct_team_possession,home_direct_team_shotsoff_against,home_direct_team_shotsoff_for,home_direct_team_shotson_against,home_direct_team_shotson_for,home_home_1_team_corners_against,home_home_1_team_corners_for,home_home_1_team_goals_against,home_home_1_team_goals_for,home_home_1_team_possession,home_home_1_team_shotsoff_against,home_home_1_team_shotsoff_for,home_home_1_team_shotson_against,home_home_1_team_shotson_for,home_home_3_team_corners_against,home_home_3_team_corners_for,home_home_3_team_goals_against,home_home_3_team_goals_for,home_home_3_team_possession,home_home_3_team_shotsoff_against,home_home_3_team_shotsoff_for,home_home_3_team_shotson_against,home_home_3_team_shotson_for,home_home_6_team_corners_against,home_home_6_team_corners_for,home_home_6_team_goals_against,home_home_6_team_goals_for,home_home_6_team_possession,home_home_6_team_shotsoff_against,home_home_6_team_shotsoff_for,home_home_6_team_shotson_against,home_home_6_team_shotson_for
1101,1101,Swansea,2018-04-22,E0,5.0,H,Man City,True,C Pawson,1.0,5.0,1.0,1.0,45.3,4.0,6.0,2.0,9.0,4.0,20.0,1.0,3.0,102.74444444444444,4.0,30.0,5.0,26.0,17.0,30.0,3.0,12.0,249.4444444444444,11.0,49.0,13.0,37.0,31.0,34.0,14.0,8.0,237.45,47.0,25.0,36.0,29.0,3.0,6.0,0.0,2.0,54.75,7.0,6.0,6.0,11.0,10.0,15.0,1.0,7.0,153.3,17.0,11.0,14.0,22.0,27.0,28.0,4.0,11.0,246.8736842105264,42.0,24.0,28.0,28.0,7.0,5.0,3.0,1.0,59.842105263157904,11.0,3.0,4.0,3.0,28.0,10.0,8.0,2.0,218.2309941520468,33.0,9.0,13.0,4.0,48.0,24.0,15.0,8.0,399.40730994152045,48.0,23.0,34.0,17.0,31.0,34.0,14.0,8.0,362.55,47.0,25.0,36.0,29.0,4.0,8.0,3.0,2.0,62.0952380952381,1.0,10.0,1.0,8.0,8.0,21.0,4.0,8.0,206.29523809523806,4.0,21.0,2.0,20.0,10.0,57.0,7.0,16.0,440.595238095238,6.0,45.0,9.0,49.0
1102,1102,Burnley,2018-04-22,E0,1.0,D,Stoke,True,M Dean,1.0,11.0,2.0,1.0,40.05,1.0,3.0,3.0,7.0,8.0,17.0,7.0,2.0,145.36328320802005,9.0,12.0,8.0,18.0,16.0,32.0,7.0,7.0,282.07380952380953,23.0,30.0,20.0,34.0,24.0,34.0,2.0,5.0,214.7404761904762,24.0,24.0,30.0,21.0,2.0,3.0,1.0,2.0,39.4,6.0,2.0,9.0,2.0,14.0,17.0,3.0,6.0,150.6710526315789,16.0,10.0,23.0,20.0,36.0,32.0,6.0,8.0,278.7210526315789,34.0,25.0,49.0,31.0,1.0,10.0,1.0,3.0,41.42105263157895,2.0,3.0,7.0,13.0,10.0,31.0,1.0,6.0,111.27105263157895,15.0,21.0,14.0,32.0,13.0,58.0,4.0,11.0,241.1897832817337,28.0,43.0,28.0,56.0,24.0,34.0,2.0,5.0,285.2595238095238,24.0,24.0,30.0,21.0,3.0,6.0,2.0,1.0,35.888888888888886,5.0,6.0,9.0,2.0,22.0,10.0,6.0,2.0,110.33888888888887,19.0,10.0,24.0,9.0,34.0,22.0,7.0,6.0,269.0388888888889,37.0,25.0,35.0,25.0
1103,1103,Newcastle,2018-04-23,E0,1.0,H,Everton,True,R Madley,5.0,7.0,2.0,1.0,38.05263157894737,2.0,4.0,3.0,1.0,9.0,23.0,4.0,5.0,107.25501253132832,12.0,20.0,10.0,11.0,20.0,56.0,7.0,9.0,219.0418546365915,20.0,50.0,29.0,29.0,18.0,21.0,4.0,9.0,233.68421052631572,24.0,27.0,27.0,38.0,5.0,2.0,1.0,2.0,30.45,9.0,3.0,6.0,3.0,14.0,7.0,1.0,6.0,136.86666666666667,15.0,12.0,10.0,13.0,33.0,18.0,2.0,12.0,276.4192982456141,24.0,29.0,28.0,26.0,3.0,6.0,0.0,2.0,45.25,7.0,6.0,6.0,11.0,16.0,17.0,3.0,5.0,132.95,17.0,13.0,18.0,32.0,30.0,30.0,5.0,15.0,251.99736842105256,28.0,29.0,28.0,54.0,18.0,21.0,4.0,9.0,266.3157894736842,24.0,27.0,27.0,38.0,2.0,3.0,0.0,0.0,40.26315789473684,5.0,3.0,7.0,3.0,16.0,15.0,4.0,3.0,122.40058479532163,22.0,15.0,12.0,6.0,31.0,28.0,7.0,9.0,286.26900584795317,43.0,23.0,28.0,22.0
1104,1104,Brighton,2018-04-28,E0,0.0,D,Burnley,True,R East,6.0,5.0,2.0,3.0,42.8,7.0,5.0,3.0,8.0,13.0,22.0,4.0,7.0,116.67368421052632,18.0,20.0,11.0,17.0,27.0,41.0,5.0,10.0,257.2105263157895,33.0,40.0,25.0,37.0,2.0,8.0,0.0,1.0,61.05,1.0,2.0,10.0,6.0,4.0,3.0,1.0,1.0,36.15,5.0,2.0,11.0,5.0,8.0,14.0,5.0,2.0,134.40952380952382,9.0,12.0,20.0,16.0,25.0,27.0,7.0,12.0,273.6095238095238,21.0,38.0,34.0,30.0,1.0,11.0,2.0,1.0,40.05,1.0,3.0,3.0,7.0,8.0,17.0,7.0,2.0,145.36328320802005,9.0,12.0,8.0,18.0,16.0,32.0,7.0,7.0,282.07380952380953,23.0,30.0,20.0,34.0,2.0,8.0,0.0,1.0,38.95,1.0,2.0,10.0,6.0,2.0,3.0,1.0,2.0,39.4,6.0,2.0,9.0,2.0,14.0,17.0,3.0,6.0,150.6710526315789,16.0,10.0,23.0,20.0,36.0,32.0,6.0,8.0,278.7210526315789,34.0,25.0,49.0,31.0
1105,1105,Leicester,2018-04-28,E0,5.0,H,Crystal Palace,True,M Dean,8.0,4.0,1.0,2.0,50.57894736842106,4.0,3.0,11.0,3.0,15.0,17.0,7.0,4.0,156.51942355889724,9.0,15.0,20.0,11.0,25.0,36.0,9.0,11.0,296.61942355889727,23.0,30.0,32.0,34.0,32.0,43.0,8.0,6.0,297.5730994152047,31.0,41.0,36.0,41.0,3.0,11.0,0.0,0.0,50.78947368421053,3.0,3.0,4.0,6.0,9.0,31.0,3.0,2.0,162.21052631578948,12.0,14.0,10.0,18.0,18.0,51.0,6.0,6.0,349.9394736842105,19.0,31.0,20.0,34.0,3.0,4.0,0.0,0.0,45.55,3.0,7.0,3.0,7.0,13.0,19.0,4.0,2.0,136.78308270676692,15.0,23.0,18.0,15.0,26.0,43.0,8.0,7.0,269.73070175438596,30.0,36.0,31.0,42.0,32.0,43.0,8.0,6.0,302.4269005847953,31.0,41.0,36.0,41.0,6.0,5.0,2.0,3.0,57.2,7.0,5.0,3.0,8.0,19.0,12.0,8.0,6.0,119.15,20.0,13.0,16.0,13.0,40.0,23.0,10.0,8.0,244.09736842105264,29.0,33.0,36.0,30.0
1106,1106,Everton,2018-04-28,E0,0.0,A,Huddersfield,True,L Probert,3.0,6.0,0.0,2.0,45.25,7.0,6.0,6.0,11.0,16.0,17.0,3.0,5.0,132.95,17.0,13.0,18.0,32.0,30.0,30.0,5.0,15.0,251.99736842105256,28.0,29.0,28.0,54.0,5.0,2.0,0.0,2.0,42.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,40.26315789473684,5.0,3.0,7.0,3.0,16.0,15.0,4.0,3.0,122.40058479532163,22.0,15.0,12.0,6.0,31.0,28.0,7.0,9.0,286.26900584795317,43.0,23.0,28.0,22.0,3.0,5.0,2.0,0.0,52.55,3.0,3.0,6.0,5.0,7.0,16.0,2.0,3.0,114.33070175438593,5.0,16.0,11.0,21.0,14.0,30.0,4.0,9.0,232.43070175438598,13.0,32.0,25.0,38.0,5.0,2.0,0.0,2.0,58.0,2.0,0.0,2.0,3.0,6.0,9.0,0.0,1.0,54.05882352941178,2.0,4.0,2.0,5.0,13.0,25.0,2.0,1.0,185.27310924369755,10.0,26.0,10.0,19.0,26.0,35.0,11.0,5.0,332.3731092436975,17.0,40.0,26.0,29.0
1107,1107,Stoke,2018-04-28,E0,0.0,D,Liverpool,True,A Marriner,1.0,10.0,1.0,3.0,41.42105263157895,2.0,3.0,7.0,13.0,10.0,31.0,1.0,6.0,111.27105263157895,15.0,21.0,14.0,32.0,13.0,58.0,4.0,11.0,241.1897832817337,28.0,43.0,28.0,56.0,36.0,30.0,11.0,14.0,257.35,30.0,30.0,33.0,33.0,3.0,6.0,2.0,1.0,35.888888888888886,5.0,6.0,9.0,2.0,22.0,10.0,6.0,2.0,110.33888888888887,19.0,10.0,24.0,9.0,34.0,22.0,7.0,6.0,269.0388888888889,37.0,25.0,35.0,25.0,4.0,7.0,2.0,2.0,63.29411764705882,5.0,7.0,2.0,3.0,12.0,14.0,5.0,3.0,195.330959752322,16.0,13.0,15.0,8.0,30.0,19.0,10.0,6.0,382.0125386996904,37.0,19.0,34.0,15.0,36.0,30.0,11.0,14.0,342.65,30.0,30.0,33.0,33.0,5.0,7.0,0.0,3.0,64.2,3.0,12.0,3.0,6.0,8.0,21.0,0.0,10.0,202.35,9.0,18.0,9.0,19.0,23.0,37.0,7.0,20.0,352.29473684210535,19.0,36.0,24.0,38.0
1108,1108,West Brom,2018-04-28,E0,0.0,A,Newcastle,True,D Coote,4.0,4.0,1.0,0.0,35.1,3.0,6.0,6.0,7.0,12.0,11.0,2.0,3.0,121.58872180451128,9.0,17.0,15.0,23.0,24.0,28.0,3.0,10.0,230.5703007518797,25.0,32.0,22.0,50.0,22.0,41.0,5.0,7.0,225.52777777777771,22.0,28.0,16.0,39.0,4.0,7.0,2.0,2.0,36.70588235294117,5.0,7.0,2.0,3.0,11.0,13.0,5.0,4.0,132.88207282913166,15.0,16.0,7.0,16.0,27.0,31.0,14.0,8.0,266.5320728291317,31.0,31.0,25.0,26.0,5.0,7.0,2.0,1.0,38.05263157894737,2.0,4.0,3.0,1.0,9.0,23.0,4.0,5.0,107.25501253132832,12.0,20.0,10.0,11.0,20.0,56.0,7.0,9.0,219.0418546365915,20.0,50.0,29.0,29.0,22.0,41.0,5.0,7.0,274.47222222222223,22.0,28.0,16.0,39.0,5.0,2.0,1.0,2.0,30.45,9.0,3.0,6.0,3.0,14.0,7.0,1.0,6.0,136.86666666666667,15.0,12.0,10.0,13.0,33.0,18.0,2.0,12.0,276.4192982456141,24.0,29.0,28.0,26.0
1109,1109,Bournemouth,2018-04-28,E0,2.0,H,Southampton,True,A Taylor,5.0,7.0,0.0,3.0,35.8,3.0,12.0,3.0,6.0,10.0,27.0,3.0,6.0,134.92631578947368,15.0,23.0,12.0,27.0,24.0,43.0,9.0,10.0,262.8263157894737,22.0,43.0,27.0,49.0,19.0,32.0,5.0,6.0,227.15,32.0,27.0,22.0,24.0,5.0,8.0,2.0,0.0,40.8,2.0,9.0,10.0,4.0,10.0,22.0,5.0,4.0,155.22105263157894,7.0,27.0,23.0,20.0,17.0,42.0,12.0,9.0,288.16573050272734,23.0,49.0,39.0,36.0,3.0,11.0,0.0,0.0,49.21052631578947,3.0,3.0,4.0,6.0,18.0,24.0,2.0,6.0,133.36052631578946,14.0,15.0,14.0,15.0,36.0,38.0,6.0,12.0,301.66052631578947,29.0,24.0,27.0,25.0,19.0,32.0,5.0,6.0,272.85,32.0,27.0,22.0,24.0,7.0,4.0,3.0,2.0,42.75,6.0,2.0,8.0,5.0,12.0,22.0,5.0,2.0,164.5184210526316,23.0,12.0,17.0,18.0,30.0,35.0,10.0,4.0,330.4684210526316,40.0,34.0,29.0,34.0
1110,1110,Chelsea,2018-04-28,E0,0.0,A,Swansea,True,J Moss,2.0,3.0,1.0,2.0,60.6,6.0,2.0,9.0,2.0,11.0,12.0,4.0,5.0,141.85,14.0,11.0,17.0,12.0,20.0,26.0,10.0,11.0,313.25,23.0,28.0,37.0,27.0,32.0,30.0,12.0,8.0,338.0842105263158,30.0,29.0,44.0,36.0,6.0,10.0,1.0,1.0,62.73684210526316,3.0,12.0,1.0,10.0,14.0,26.0,6.0,3.0,171.5421052631579,8.0,27.0,12.0,34.0,30.0,48.0,9.0,6.0,334.39210526315793,25.0,48.0,25.0,68.0,1.0,5.0,1.0,1.0,45.3,4.0,6.0,2.0,9.0,4.0,20.0,1.0,3.0,102.74444444444444,4.0,30.0,5.0,26.0,17.0,30.0,3.0,12.0,249.4444444444444,11.0,49.0,13.0,37.0,32.0,30.0,12.0,8.0,261.9157894736842,30.0,29.0,44.0,36.0,3.0,6.0,0.0,2.0,54.75,7.0,6.0,6.0,11.0,10.0,15.0,1.0,7.0,153.3,17.0,11.0,14.0,22.0,27.0,28.0,4.0,11.0,246.8736842105264,42.0,24.0,28.0,28.0
1111,1111,Arsenal,2018-04-29,E0,2.0,H,Man United,True,K Friend,5.0,2.0,1.0,2.0,69.55,9.0,3.0,6.0,3.0,18.0,18.0,2.0,5.0,175.77777777777774,18.0,17.0,18.0,19.0,32.0,31.0,4.0,12.0,367.243567251462,34.0,33.0,35.0,36.0,28.0,37.0,6.0,12.0,314.33623481781376,17.0,25.0,25.0,51.0,6.0,8.0,1.0,4.0,66.7,5.0,9.0,6.0,8.0,17.0,22.0,3.0,10.0,195.25,12.0,23.0,19.0,23.0,33.0,36.0,8.0,19.0,359.7289473684211,23.0,35.0,33.0,35.0,5.0,8.0,2.0,0.0,59.2,2.0,9.0,10.0,4.0,16.0,19.0,8.0,4.0,162.85476190476192,10.0,24.0,18.0,15.0,33.0,30.0,10.0,6.0,322.3047619047619,22.0,47.0,38.0,34.0,28.0,37.0,6.0,12.0,285.66376518218624,17.0,25.0,25.0,51.0,4.0,4.0,1.0,0.0,64.9,3.0,6.0,6.0,7.0,20.0,8.0,1.0,5.0,162.85555555555558,11.0,12.0,15.0,13.0,27.0,22.0,2.0,13.0,338.9055555555556,23.0,27.0,31.0,34.0
1112,1112,Man City,2018-04-29,E0,1.0,A,West Ham,True,N Swarbrick,7.0,5.0,3.0,1.0,59.842105263157904,11.0,3.0,4.0,3.0,28.0,10.0,8.0,2.0,218.2309941520468,33.0,9.0,13.0,4.0,48.0,24.0,15.0,8.0,399.40730994152045,48.0,23.0,34.0,17.0,20.0,44.0,11.0,9.0,400.302380952381,21.0,45.0,29.0,53.0,1.0,5.0,0.0,6.0,85.25,2.0,6.0,2.0,9.0,7.0,18.0,3.0,9.0,223.34523809523807,5.0,23.0,3.0,22.0,10.0,53.0,5.0,20.0,448.1952380952381,7.0,43.0,9.0,48.0,6.0,8.0,1.0,4.0,33.3,5.0,9.0,6.0,8.0,17.0,22.0,3.0,9.0,127.51315789473685,10.0,22.0,11.0,22.0,23.0,41.0,9.0,17.0,239.81315789473686,14.0,47.0,20.0,38.0,20.0,44.0,11.0,9.0,199.697619047619,21.0,45.0,29.0,53.0,1.0,10.0,1.0,3.0,58.57894736842106,2.0,3.0,7.0,13.0,11.0,20.0,4.0,6.0,163.83947368421053,13.0,17.0,9.0,24.0,24.0,39.0,6.0,10.0,309.7918546365915,27.0,27.0,20.0,37.0
1113,1113,Watford,2018-04-30,E0,2.0,H,Tottenham,True,M Oliver,6.0,9.0,0.0,1.0,45.941176470588225,2.0,4.0,2.0,5.0,15.0,19.0,1.0,9.0,129.89117647058822,10.0,8.0,8.0,16.0,33.0,33.0,1.0,13.0,283.99643962848296,29.0,15.0,21.0,30.0,14.0,34.0,7.0,8.0,198.9985380116959,28.0,21.0,15.0,42.0,3.0,4.0,0.0,0.0,54.45,3.0,7.0,3.0,7.0,8.0,22.0,4.0,3.0,165.8,9.0,14.0,12.0,24.0,21.0,38.0,5.0,9.0,324.54285714285714,18.0,35.0,21.0,45.0,4.0,3.0,1.0,1.0,63.85,5.0,2.0,11.0,5.0,12.0,14.0,6.0,3.0,181.8558479532164,12.0,14.0,27.0,15.0,37.0,24.0,14.0,6.0,383.3084795321637,25.0,25.0,50.0,26.0,14.0,34.0,7.0,8.0,301.00146198830413,28.0,21.0,15.0,42.0,7.0,5.0,3.0,1.0,40.1578947368421,11.0,3.0,4.0,3.0,10.0,23.0,3.0,4.0,170.43274853801168,14.0,17.0,10.0,21.0,17.0,39.0,6.0,10.0,356.88538011695914,21.0,45.0,18.0,57.0
1114,1114,Man United,2018-04-05,E0,1.0,H,Brighton,True,C Pawson,7.0,3.0,3.0,2.0,65.75,7.0,5.0,7.0,3.0,20.0,9.0,4.0,4.0,171.85,13.0,21.0,21.0,18.0,36.0,24.0,9.0,6.0,332.89444444444445,37.0,39.0,43.0,27.0,0.0,5.0,1.0,0.0,57.25,2.0,7.0,6.0,7.0,3.0,3.0,0.0,2.0,65.05555555555556,0.0,5.0,3.0,5.0,20.0,7.0,1.0,7.0,139.95555555555555,13.0,7.0,17.0,11.0,30.0,28.0,1.0,13.0,327.2555555555556,24.0,26.0,29.0,37.0,3.0,10.0,1.0,2.0,35.473684210526315,5.0,8.0,2.0,3.0,9.0,24.0,3.0,5.0,110.67368421052628,14.0,24.0,13.0,18.0,22.0,49.0,3.0,9.0,252.21052631578945,29.0,46.0,27.0,42.0,0.0,5.0,1.0,0.0,42.75,2.0,7.0,6.0,7.0,1.0,6.0,2.0,1.0,50.80952380952381,1.0,7.0,3.0,6.0,17.0,15.0,3.0,8.0,135.5595238095238,11.0,21.0,15.0,15.0,33.0,29.0,10.0,13.0,283.01246498599437,22.0,44.0,38.0,32.0
1115,1115,Swansea,2018-05-05,E0,1.0,H,Bournemouth,True,K Friend,1.0,5.0,0.0,6.0,14.75,2.0,6.0,2.0,9.0,5.0,13.0,1.0,9.0,94.99444444444444,6.0,17.0,7.0,23.0,13.0,31.0,2.0,16.0,204.1444444444444,11.0,49.0,11.0,42.0,20.0,19.0,9.0,6.0,233.6,27.0,21.0,22.0,29.0,3.0,6.0,0.0,2.0,54.75,7.0,6.0,6.0,11.0,10.0,15.0,1.0,7.0,153.3,17.0,11.0,14.0,22.0,27.0,28.0,4.0,11.0,246.8736842105264,42.0,24.0,28.0,28.0,8.0,5.0,1.0,2.0,55.6,6.0,2.0,7.0,8.0,17.0,19.0,3.0,7.0,140.0,14.0,18.0,16.0,24.0,29.0,42.0,9.0,11.0,272.9263157894737,25.0,39.0,29.0,52.0,20.0,19.0,9.0,6.0,266.4,27.0,21.0,22.0,29.0,5.0,8.0,2.0,0.0,40.8,2.0,9.0,10.0,4.0,10.0,22.0,5.0,4.0,155.22105263157894,7.0,27.0,23.0,20.0,17.0,42.0,12.0,9.0,288.16573050272734,23.0,49.0,39.0,36.0
1116,1116,Southampton,2018-05-05,E0,1.0,D,Everton,True,J Moss,3.0,11.0,0.0,0.0,49.21052631578947,3.0,3.0,4.0,6.0,18.0,24.0,2.0,6.0,133.36052631578946,14.0,15.0,14.0,15.0,36.0,38.0,6.0,12.0,301.66052631578947,29.0,24.0,27.0,25.0,41.0,38.0,5.0,10.0,321.6894736842105,36.0,38.0,24.0,37.0,8.0,5.0,1.0,2.0,44.4,6.0,2.0,7.0,8.0,19.0,24.0,4.0,4.0,152.55,20.0,12.0,19.0,22.0,31.0,36.0,9.0,5.0,310.5684210526316,42.0,29.0,32.0,40.0,3.0,4.0,2.0,0.0,50.631578947368425,1.0,3.0,3.0,7.0,15.0,11.0,4.0,3.0,145.43157894736842,12.0,11.0,18.0,24.0,30.0,31.0,6.0,11.0,261.6815789473684,25.0,27.0,29.0,51.0,41.0,38.0,5.0,10.0,278.3105263157895,36.0,38.0,24.0,37.0,6.0,4.0,0.0,1.0,65.3,5.0,4.0,5.0,4.0,19.0,9.0,3.0,2.0,123.17426900584795,22.0,11.0,15.0,7.0,34.0,32.0,6.0,9.0,293.2005847953216,39.0,26.0,28.0,20.0
1117,1117,West Ham,2018-05-05,E0,0.0,A,Leicester,True,C Kavanagh,6.0,8.0,1.0,4.0,33.3,5.0,9.0,6.0,8.0,17.0,22.0,3.0,9.0,127.51315789473685,10.0,22.0,11.0,22.0,23.0,41.0,9.0,17.0,239.81315789473686,14.0,47.0,20.0,38.0,32.0,33.0,9.0,10.0,318.75639097744363,37.0,34.0,32.0,32.0,1.0,10.0,1.0,3.0,58.57894736842106,2.0,3.0,7.0,13.0,11.0,20.0,4.0,6.0,163.83947368421053,13.0,17.0,9.0,24.0,24.0,39.0,6.0,10.0,309.7918546365915,27.0,27.0,20.0,37.0,2.0,8.0,0.0,5.0,50.526315789473685,4.0,6.0,5.0,5.0,11.0,18.0,3.0,8.0,150.29573934837094,9.0,16.0,19.0,14.0,24.0,38.0,9.0,16.0,292.74573934837093,19.0,31.0,30.0,26.0,32.0,33.0,9.0,10.0,281.2436090225564,37.0,34.0,32.0,32.0,3.0,11.0,0.0,0.0,50.78947368421053,3.0,3.0,4.0,6.0,9.0,31.0,3.0,2.0,162.21052631578948,12.0,14.0,10.0,18.0,18.0,51.0,6.0,6.0,349.9394736842105,19.0,31.0,20.0,34.0
1118,1118,Crystal Palace,2018-05-05,E0,1.0,A,Stoke,True,M Atkinson,3.0,4.0,0.0,0.0,45.55,3.0,7.0,3.0,7.0,13.0,19.0,4.0,2.0,136.78308270676692,15.0,23.0,18.0,15.0,26.0,43.0,8.0,7.0,269.73070175438596,30.0,36.0,31.0,42.0,22.0,39.0,7.0,11.0,288.4298245614035,38.0,33.0,17.0,36.0,2.0,8.0,0.0,5.0,49.47368421052632,4.0,6.0,5.0,5.0,14.0,17.0,5.0,9.0,134.3736842105263,17.0,14.0,14.0,15.0,40.0,28.0,10.0,12.0,244.83421052631581,30.0,33.0,38.0,29.0,2.0,9.0,0.0,0.0,36.0,2.0,10.0,2.0,11.0,8.0,25.0,1.0,6.0,112.67105263157896,9.0,23.0,12.0,34.0,14.0,61.0,4.0,8.0,233.9397832817337,24.0,45.0,25.0,59.0,22.0,39.0,7.0,11.0,311.5701754385965,38.0,33.0,17.0,36.0,8.0,3.0,1.0,1.0,51.5,3.0,3.0,8.0,3.0,20.0,10.0,5.0,3.0,137.8388888888889,12.0,11.0,26.0,11.0,40.0,22.0,8.0,5.0,269.93888888888887,37.0,24.0,41.0,24.0
1119,1119,Newcastle,2018-05-05,E0,2.0,H,Watford,True,R East,6.0,4.0,0.0,1.0,34.7,5.0,4.0,5.0,4.0,14.0,19.0,2.0,4.0,96.00263157894736,10.0,13.0,12.0,11.0,21.0,50.0,6.0,10.0,209.54185463659147,19.0,48.0,27.0,30.0,15.0,13.0,5.0,4.0,152.55,19.0,18.0,11.0,18.0,1.0,5.0,1.0,0.0,61.8,7.0,13.0,2.0,4.0,9.0,10.0,2.0,3.0,157.41666666666669,18.0,23.0,10.0,15.0,29.0,19.0,2.0,10.0,298.26929824561415,29.0,36.0,26.0,26.0,6.0,9.0,0.0,1.0,45.941176470588225,2.0,4.0,2.0,5.0,15.0,19.0,1.0,9.0,129.89117647058822,10.0,8.0,8.0,16.0,33.0,33.0,1.0,13.0,283.99643962848296,29.0,15.0,21.0,30.0,15.0,13.0,5.0,4.0,147.45,19.0,18.0,11.0,18.0,3.0,4.0,0.0,0.0,54.45,3.0,7.0,3.0,7.0,8.0,22.0,4.0,3.0,165.8,9.0,14.0,12.0,24.0,21.0,38.0,5.0,9.0,324.54285714285714,18.0,35.0,21.0,45.0
1120,1120,Tottenham,2018-05-05,E0,1.0,H,West Brom,True,M Jones,4.0,3.0,1.0,1.0,63.85,5.0,2.0,11.0,5.0,12.0,14.0,6.0,3.0,181.8558479532164,12.0,14.0,27.0,15.0,37.0,24.0,14.0,6.0,383.3084795321637,25.0,25.0,50.0,26.0,24.0,39.0,9.0,6.0,419.5976190476191,27.0,42.0,31.0,50.0,7.0,5.0,3.0,1.0,40.1578947368421,11.0,3.0,4.0,3.0,10.0,23.0,3.0,4.0,170.43274853801168,14.0,17.0,10.0,21.0,17.0,39.0,6.0,10.0,356.88538011695914,21.0,45.0,18.0,57.0,1.0,5.0,1.0,0.0,38.2,7.0,13.0,2.0,4.0,7.0,12.0,3.0,2.0,113.93157894736844,11.0,24.0,14.0,21.0,22.0,33.0,3.0,9.0,227.1387218045113,23.0,44.0,19.0,48.0,24.0,39.0,9.0,6.0,180.4023809523809,27.0,42.0,31.0,50.0,4.0,7.0,2.0,2.0,36.70588235294117,5.0,7.0,2.0,3.0,11.0,13.0,5.0,4.0,132.88207282913166,15.0,16.0,7.0,16.0,27.0,31.0,14.0,8.0,266.5320728291317,31.0,31.0,25.0,26.0
