FTR,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,,Date,Div,FTAG,FTHG,,GoalFirstHalf,GoalSecondHalf,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,IsTraining,LBA,LBD,LBH,PSA,PSCA,PSCD,PSCH,PSD,PSH,Referee,SHAG,SHHG,VCA,VCD,VCH,WHA,WHD,WHH,away_away_1_team_corners_against,away_away_1_team_corners_for,away_away_1_team_goals_against,away_away_1_team_goals_for,away_away_1_team_possession,away_away_1_team_shotsoff_against,away_away_1_team_shotsoff_for,away_away_1_team_shotson_against,away_away_1_team_shotson_for,away_away_3_team_corners_against,away_away_3_team_corners_for,away_away_3_team_goals_against,away_away_3_team_goals_for,away_away_3_team_possession,away_away_3_team_shotsoff_against,away_away_3_team_shotsoff_for,away_away_3_team_shotson_against,away_away_3_team_shotson_for,away_away_6_team_corners_against,away_away_6_team_corners_for,away_away_6_team_goals_against,away_away_6_team_goals_for,away_away_6_team_possession,away_away_6_team_shotsoff_against,away_away_6_team_shotsoff_for,away_away_6_team_shotson_against,away_away_6_team_shotson_for,away_direct_team_corners_against,away_direct_team_corners_for,away_direct_team_goals_against,away_direct_team_goals_for,away_direct_team_possession,away_direct_team_shotsoff_against,away_direct_team_shotsoff_for,away_direct_team_shotson_against,away_direct_team_shotson_for,away_home_1_team_corners_against,away_home_1_team_corners_for,away_home_1_team_goals_against,away_home_1_team_goals_for,away_home_1_team_possession,away_home_1_team_shotsoff_against,away_home_1_team_shotsoff_for,away_home_1_team_shotson_against,away_home_1_team_shotson_for,away_home_3_team_corners_against,away_home_3_team_corners_for,away_home_3_team_goals_against,away_home_3_team_goals_for,away_home_3_team_possession,away_home_3_team_shotsoff_against,away_home_3_team_shotsoff_for,away_home_3_team_shotson_against,away_home_3_team_shotson_for,away_home_6_team_corners_against,away_home_6_team_corners_for,away_home_6_team_goals_against,away_home_6_team_goals_for,away_home_6_team_possession,away_home_6_team_shotsoff_against,away_home_6_team_shotsoff_for,away_home_6_team_shotson_against,away_home_6_team_shotson_for,home_away_1_team_corners_against,home_away_1_team_corners_for,home_away_1_team_goals_against,home_away_1_team_goals_for,home_away_1_team_possession,home_away_1_team_shotsoff_against,home_away_1_team_shotsoff_for,home_away_1_team_shotson_against,home_away_1_team_shotson_for,home_away_3_team_corners_against,home_away_3_team_corners_for,home_away_3_team_goals_against,home_away_3_team_goals_for,home_away_3_team_possession,home_away_3_team_shotsoff_against,home_away_3_team_shotsoff_for,home_away_3_team_shotson_against,home_away_3_team_shotson_for,home_away_6_team_corners_against,home_away_6_team_corners_for,home_away_6_team_goals_against,home_away_6_team_goals_for,home_away_6_team_possession,home_away_6_team_shotsoff_against,home_away_6_team_shotsoff_for,home_away_6_team_shotson_against,home_away_6_team_shotson_for,home_direct_team_corners_against,home_direct_team_corners_for,home_direct_team_goals_against,home_direct_team_goals_for,home_direct_team_possession,home_direct_team_shotsoff_against,home_direct_team_shotsoff_for,home_direct_team_shotson_against,home_direct_team_shotson_for,home_home_1_team_corners_against,home_home_1_team_corners_for,home_home_1_team_goals_against,home_home_1_team_goals_for,home_home_1_team_possession,home_home_1_team_shotsoff_against,home_home_1_team_shotsoff_for,home_home_1_team_shotson_against,home_home_1_team_shotson_for,home_home_3_team_corners_against,home_home_3_team_corners_for,home_home_3_team_goals_against,home_home_3_team_goals_for,home_home_3_team_possession,home_home_3_team_shotsoff_against,home_home_3_team_shotsoff_for,home_home_3_team_shotson_against,home_home_3_team_shotson_for,home_home_6_team_corners_against,home_home_6_team_corners_for,home_home_6_team_goals_against,home_home_6_team_goals_for,home_home_6_team_possession,home_home_6_team_shotsoff_against,home_home_6_team_shotsoff_for,home_home_6_team_shotson_against,home_home_6_team_shotson_for
H,10,0,16,2,2,Everton,3.75,3.39,2.14,3.6,3.3,2.15,33,19,-0.25,1.86,1.94,3.53,2.04,1.84,3.37,2.13,1.93,2.02,3.75,2.11,1.88,3.5,2.22,30,,10/29/2017,E0,0,2,,TRUE,FALSE,3,6,0,9,3,0,2,H,0,Leicester,3.3,3.35,2.2,TRUE,3.4,3.3,2.1,3.71,4,3.45,2.08,3.47,2.16,A Marriner,0,0,3.6,3.4,2.2,3.5,3.4,2.15,1,7,1,1,57.45,5,6,8,4,5,17,1,7,146.0078947,12,18,15,19,17,37,3,12,279.5078947,28,37,34,46,29,36,13,13,386,23,37,23,39,7,0,5,2,31.23809524,8,4,15,3,16,13,7,4,144.247619,10,21,22,24,34,36,10,6,314.1028822,28,34,39,41,6,7,1,2,47.15,2,11,10,6,15,22,2,3,128.7289474,11,29,18,22,25,49,7,12,228.4932331,22,55,26,51,29,36,13,13,214,23,37,23,39,1,4,1,1,55.73684211,2,4,2,4,16,9,6,5,130.8078947,17,9,20,11,23,28,13,10,265.2184211,29,30,39,32
H,10,0,12,5,0,Newcastle,2.7,3.2,2.89,2.6,3.2,2.85,34,18,0,1.6,2.3,2.6,1.83,2.04,3.12,2.9,1.67,2.41,2.7,1.85,2.11,3.3,3.05,33,,10/30/2017,E0,0,1,,FALSE,TRUE,5,9,0,12,5,0,0,D,3,Burnley,2.65,3.3,2.65,TRUE,2.55,3,2.9,2.69,2.56,3.13,3.22,3.13,3.05,M Dean,0,1,2.63,3.2,3,2.7,3.1,2.88,8,3,2,2,37.42857143,10,6,7,3,21,12,3,3,115.7785714,23,12,26,16,33,24,5,7,243.0230159,33,19,43,28,10,7,3,5,112.75,14,11,10,6,5,3,0,1,50.15,6,2,3,4,15,11,2,4,134.15,23,8,14,13,35,26,5,12,248.8026316,40,22,38,34,5,4,0,3,22.57894737,3,4,3,9,10,25,2,4,89.12894737,5,31,8,41,23,50,7,10,197.3947368,25,55,20,76,10,7,3,5,87.25,14,11,10,6,4,7,1,1,58.73684211,2,12,4,6,21,13,1,2,149.4368421,16,16,21,11,39,25,6,5,310.5646199,24,40,29,23
H,15,0,9,3,4,West Brom,3,3,2.79,2.95,3,2.65,36,19,-0.25,1.44,2.75,2.93,1.66,2.29,2.96,2.73,1.49,2.96,3.04,1.7,2.4,3.1,2.85,32,,4/11/2017,E0,0,1,,TRUE,FALSE,3,8,1,7,3,0,1,H,1,Huddersfield,3,3.1,2.5,TRUE,2.8,2.9,2.75,3.04,2.91,2.92,2.99,3.01,2.78,R East,0,0,3,3,2.75,3,3,2.7,6,5,0,2,30.15,10,5,8,3,13,15,0,5,91.18947368,11,18,16,20,21,34,4,11,182.0789474,21,31,30,48,,,,,,,,,,3,7,1,0,46.45,3,8,4,10,13,16,4,3,117.4,9,15,14,20,29,30,5,9,253.5687135,26,31,30,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,12,0,16,6,2,Bournemouth,4.2,3.5,2,4,3.5,1.95,36,19,-0.5,1.8,2.01,4.05,1.91,1.98,3.42,1.98,1.89,2.1,4.36,1.95,2.02,3.5,2.06,35,,4/11/2017,E0,1,0,,FALSE,TRUE,11,11,0,16,4,0,0,D,2,Newcastle,4.1,3.5,1.9,TRUE,3.9,3.4,1.95,4.36,5,3.63,1.83,3.47,1.99,P Tierney,1,0,4.2,3.5,2,4,3.4,2,2,7,2,2,27.45,2,9,2,8,11,21,4,4,127.5368421,15,22,12,18,26,44,10,14,282.0721362,23,39,28,42,4,21,3,2,120.5,5,17,10,19,4,4,2,2,48.2,6,4,6,3,14,11,5,8,162.55,17,13,15,17,28,25,10,11,314.5353801,35,23,27,31,5,0,0,0,48,4,2,7,0,11,16,3,6,130.5555556,10,16,11,14,22,35,5,12,274.2222222,25,34,25,22,4,21,3,2,79.5,5,17,10,19,8,3,1,5,40.05263158,8,4,8,11,19,12,3,7,132.4315789,14,8,17,19,35,22,6,13,269.2649123,32,25,36,39
A,4,0,5,1,0,Burnley,6.5,3.75,1.66,6.5,3.6,1.62,36,19,-0.75,1.63,2.28,6.2,2.05,1.84,3.64,1.64,1.67,2.4,7,2.1,1.87,3.8,1.75,34,,4/11/2017,E0,1,0,,FALSE,TRUE,9,4,0,13,3,0,0,D,0,Southampton,4.8,3.6,1.75,TRUE,6,3.5,1.61,6.91,6.58,3.7,1.67,3.76,1.64,L Probert,1,0,6.5,3.75,1.65,6.5,3.5,1.67,3,4,0,0,39.75,5,4,2,9,9,18,1,2,133.2973684,21,12,12,22,20,36,5,8,242.252924,31,38,26,47,20,22,3,6,161.6611111,26,27,19,37,5,3,0,1,53.19047619,6,2,10,4,13,7,3,2,117.7904762,17,8,28,17,24,25,4,8,271.1515873,33,34,50,38,3,7,1,0,53.55,3,8,4,10,9,18,6,5,158.15,10,16,16,22,22,31,10,9,327.4102339,24,27,38,34,20,22,3,6,238.3388889,26,27,19,37,11,11,1,3,60.35,10,8,4,9,16,20,5,4,171.1,18,25,11,20,31,37,12,10,340.2552632,34,47,21,33
D,8,0,14,4,0,Leicester,2.87,3.29,2.7,2.8,3.3,2.55,36,19,0,1.81,2,2.77,1.96,1.91,3.25,2.65,1.85,2.07,2.95,2,1.97,3.35,2.75,35,,4/11/2017,E0,2,2,,TRUE,TRUE,4,12,0,11,7,1,1,D,0,Stoke,2.95,3.3,2.4,TRUE,2.65,3.2,2.62,2.82,2.97,3.26,2.65,3.33,2.74,R Madley,1,1,2.8,3.3,2.75,2.8,3.2,2.7,5,6,3,2,50.65,4,8,4,11,10,23,3,5,131.6,12,22,18,30,23,41,5,11,244.25,27,45,37,49,29,52,6,9,253.0166667,21,44,29,41,6,5,0,2,45.42105263,8,8,7,9,14,25,2,6,146.5868421,16,22,17,28,34,43,9,9,269.4315789,26,37,40,38,5,3,0,1,46.80952381,6,2,10,4,10,21,0,3,129.8095238,11,16,19,20,23,39,3,10,269.36383,22,36,35,39,29,52,6,9,346.9833333,21,44,29,41,8,5,2,1,52.45,7,4,5,3,20,16,4,4,148.3315789,17,9,18,9,37,27,6,7,304.6833333,36,20,39,25
A,12,0,5,2,1,Brighton,3.39,3.2,2.39,3.3,3.1,2.35,36,20,-0.25,1.56,2.42,3.29,1.86,2.03,3.1,2.38,1.61,2.55,3.44,1.9,2.08,3.35,2.47,32,,4/11/2017,E0,1,0,,TRUE,FALSE,8,13,0,12,2,1,0,A,2,Swansea,3.3,3.35,2.2,TRUE,3.2,3,2.35,3.38,3.14,2.99,2.72,3.13,2.47,M Dean,0,0,3.4,3.2,2.4,3.3,3.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,1,48.75,2,5,4,9,14,8,2,4,138.6722222,11,11,14,25,21,32,7,11,233.2616959,15,33,17,44,,,,,,,,,,7,5,3,1,36.19047619,8,3,5,0,12,25,5,4,164.3349206,15,21,10,19,21,40,8,10,306.2796575,26,34,29,35
A,13,0,15,7,0,Liverpool,1.66,4.33,5.25,1.65,4.1,5,36,20,1,2.28,1.63,1.64,2.08,1.79,4.13,5.17,2.38,1.68,1.75,2.16,1.84,4.33,5.55,34,,4/11/2017,E0,4,1,,TRUE,TRUE,2,9,0,6,1,2,0,A,3,West Ham,1.75,3.6,4.8,TRUE,1.61,4,5.2,1.65,1.54,4.68,6.29,4.29,5.53,N Swarbrick,2,1,1.65,4.3,5.5,1.67,4.2,5,8,5,2,1,47.55,7,4,5,3,28,19,4,5,148.7236842,17,16,23,10,55,27,7,10,335.9736842,37,23,57,22,33,31,6,9,323.75,24,35,30,35,2,7,2,2,72.55,2,9,2,8,6,20,4,7,187.5026316,13,11,8,20,15,42,7,13,365.3526316,23,26,17,42,0,5,0,3,38.11111111,4,9,3,10,11,15,3,10,129.2611111,15,19,10,19,24,29,10,13,287.4873016,31,39,17,30,33,31,6,9,176.25,24,35,30,35,3,4,0,1,51.25,2,5,4,9,12,16,5,4,152.25,11,20,11,22,23,27,11,9,306.3105263,25,34,21,40
H,20,0,10,2,3,Man United,3.2,3.2,2.5,3,3.2,2.45,36,20,-0.25,1.62,2.28,3.07,1.79,2.11,3.15,2.47,1.67,2.41,3.2,1.83,2.17,3.25,2.6,34,,5/11/2017,E0,0,1,,FALSE,TRUE,4,16,0,18,8,0,0,D,1,Chelsea,3,3.1,2.5,TRUE,3,3.1,2.45,3.17,3.16,3.1,2.62,3.22,2.54,A Taylor,0,1,3.13,3.2,2.5,3.1,3.2,2.5,4,7,0,0,34.25,1,13,2,8,12,14,5,0,160.25,9,22,20,19,25,33,13,1,321.7763158,29,35,47,30,38,28,2,9,358.1289474,33,31,31,33,2,5,1,1,50.26315789,5,6,6,6,10,12,2,4,163.5631579,13,20,12,16,14,38,3,8,350.1763158,18,44,22,52,4,2,3,0,48.45,4,9,5,4,11,7,5,4,141.95,14,19,11,8,27,19,10,7,322.05,28,30,34,15,38,28,2,9,241.8710526,33,31,31,33,7,6,2,4,50.31578947,5,6,5,8,19,17,5,8,153.1919799,15,19,14,29,40,44,7,16,328.6134085,23,34,25,44
H,12,0,11,3,2,Watford,3.6,3.39,2.2,3.6,3.4,2.1,35,19,-0.25,1.8,2.02,3.52,2.03,1.85,3.34,2.16,1.87,2.1,3.8,2.08,1.89,3.45,2.25,31,,5/11/2017,E0,2,3,,FALSE,TRUE,2,14,0,10,5,0,0,D,0,Everton,3.5,3.4,2.1,TRUE,3.4,3.25,2.15,3.67,3.61,3.3,2.27,3.38,2.21,G Scott,2,3,3.7,3.4,2.15,3.6,3.3,2.15,1,10,0,3,52.75,6,7,9,5,13,21,0,9,158.6722222,18,18,17,18,21,38,3,12,289.4015455,30,41,29,41,13,17,5,6,124.2388889,11,15,16,14,5,3,1,0,36.78947368,2,4,9,5,13,14,1,3,163.6894737,19,14,25,15,33,37,6,8,293.6632832,34,37,43,35,4,8,0,0,55.47368421,4,7,2,10,12,16,2,4,144.5736842,12,16,12,25,21,33,4,9,300.6236842,20,33,27,44,13,17,5,6,175.7611111,11,15,16,14,4,2,3,0,51.55,4,9,5,4,17,12,7,6,181.1444444,9,19,18,27,37,31,7,15,381.0312865,19,38,27,51
H,15,0,6,3,6,Arsenal,7.5,5.5,1.39,7.5,5,1.4,36,19,-1.25,3.1,1.36,7,2,1.87,5.02,1.42,3.65,1.42,7.7,2.04,1.93,5.5,1.55,27,,5/11/2017,E0,1,3,,TRUE,TRUE,5,15,0,9,5,0,1,H,1,Man City,5.3,4.5,1.55,TRUE,6.5,4.8,1.4,7.69,7.5,5.65,1.41,5.2,1.43,M Oliver,1,2,7.5,5.5,1.4,7,4.8,1.44,5,14,0,2,42,6,6,7,13,17,21,2,6,182.95,17,15,19,28,38,44,5,15,351,25,30,34,45,25,38,10,10,241.1,28,39,26,19,1,12,1,0,72.14285714,2,4,5,8,9,20,3,5,183.031746,12,19,13,19,26,42,6,10,376.9603175,21,47,29,46,11,4,2,2,68.1,12,6,7,5,28,10,6,5,191.7,24,15,23,12,47,22,11,8,378.0947368,43,26,41,23,25,38,10,10,358.9,28,39,26,19,3,9,0,5,72.65,2,8,3,11,10,23,2,7,206.4,4,31,6,28,22,50,4,10,395.85,14,55,16,41
H,7,0,11,3,2,Crystal Palace,12,6,1.28,11,6,1.26,36,19,-1.5,2.63,1.47,10.96,2.04,1.84,5.87,1.28,2.75,1.5,12,2.1,1.88,6.5,1.31,27,,5/11/2017,E0,0,1,,FALSE,TRUE,10,6,0,12,2,0,0,D,0,Tottenham,10,6,1.27,TRUE,11,5.5,1.28,10.98,10.6,5.5,1.34,6.11,1.31,K Friend,0,1,11.5,6,1.3,12,5.5,1.29,3,9,0,5,27.35,2,8,3,11,17,24,3,9,95.80952381,14,22,9,28,30,43,7,11,227.05,26,37,16,56,48,27,6,4,227.7428571,35,39,45,45,4,14,2,0,64.21052632,2,7,5,8,20,24,5,2,163.3660819,14,14,14,19,32,36,6,6,291.0555556,29,32,30,34,7,3,0,1,68.15,5,7,6,5,25,10,4,2,193.8595238,22,11,19,9,47,25,6,4,377.5095238,42,20,38,32,48,27,6,4,372.2571429,35,39,45,45,5,14,0,2,58,6,6,7,13,11,34,0,10,176.0277778,13,18,12,39,19,54,3,19,350.4961988,19,37,21,62
H,16,0,14,4,1,Tottenham,2.89,3.6,2.5,2.85,3.4,2.45,35,19,-0.25,2.27,1.62,2.85,1.78,2.11,3.51,2.43,2.35,1.69,2.95,1.83,2.19,3.62,2.54,32,,11/18/2017,E0,0,2,,TRUE,FALSE,7,11,0,14,5,0,2,H,4,Arsenal,2.7,3.5,2.5,TRUE,2.8,3.5,2.35,2.92,3,3.5,2.49,3.62,2.5,M Dean,0,0,2.9,3.6,2.5,2.8,3.5,2.5,3,6,0,1,49.85,5,5,8,6,13,14,7,3,166.55,20,14,15,10,26,28,19,4,349.3,36,27,40,20,23,62,7,8,306.2380952,27,42,28,58,9,10,0,1,70.15,4,6,7,4,19,22,1,6,181.7289474,10,18,19,16,30,57,5,7,379.6131579,27,51,24,55,5,5,1,3,37.85,3,3,3,3,17,7,7,7,161.7119048,14,14,25,7,30,18,8,12,319.4761905,32,26,46,30,23,62,7,8,293.7619048,27,42,28,58,2,5,1,2,76.45,2,8,1,8,11,18,1,6,220.35,13,25,7,30,24,41,5,16,405.3166667,26,46,22,61
H,10,0,20,3,2,Huddersfield,5.25,3.5,1.83,4.75,3.4,1.83,35,19,-0.5,1.69,2.16,4.85,2.07,1.82,3.42,1.82,1.75,2.25,5.25,2.11,1.86,3.6,2,30,,11/18/2017,E0,0,4,,TRUE,TRUE,8,13,1,11,5,0,2,H,3,Bournemouth,3.8,3.4,2,TRUE,4.75,3.4,1.8,5.23,5.16,3.66,1.81,3.49,1.84,L Probert,0,2,5,3.6,1.83,5,3.3,1.85,2,9,0,4,36.5,1,7,0,7,9,17,0,6,143.8,8,11,9,13,21,39,2,9,240.5571429,13,30,22,25,,,,,,,,,,5,3,0,1,62.2,2,2,7,3,19,11,5,3,129.55,15,5,14,9,30,31,6,5,307.9283626,27,17,31,32,9,11,1,0,51.25,7,8,10,8,17,28,3,2,132.85,15,20,13,19,28,50,4,8,278.6773183,22,41,26,38,,,,,,,,,,5,5,1,0,39.73684211,9,4,7,3,14,18,2,2,162,19,22,12,16,25,35,7,5,308.1452381,44,33,35,33
H,12,0,13,1,1,Swansea,4,3.2,2.14,3.9,3.2,2.1,35,19,-0.25,1.5,2.55,3.96,2.1,1.78,3.12,2.11,1.55,2.69,4.4,2.16,1.82,3.3,2.22,32,,11/18/2017,E0,0,2,,TRUE,FALSE,8,12,0,16,7,0,2,H,1,Burnley,4.4,3.3,1.9,TRUE,3.9,3.1,2.1,4.24,3.71,2.98,2.41,3.17,2.13,M Atkinson,0,0,4.2,3.13,2.15,4,3.2,2.1,2,5,1,2,23.55,2,8,1,8,4,18,1,3,118.1842105,7,24,4,24,9,40,5,3,274.975387,11,59,12,43,13,24,3,5,239.7444444,21,21,22,30,7,8,1,0,53.15,3,4,1,4,16,20,2,4,148,7,18,16,12,30,35,9,5,296.2095238,21,33,35,25,1,9,1,0,38.10526316,2,6,2,5,9,22,2,3,100.4842105,6,21,7,28,23,52,7,8,193.55,19,53,17,73,13,24,3,5,160.2555556,21,21,22,30,3,5,0,1,54.35,3,4,8,7,11,15,1,2,163.7868421,10,17,16,17,34,25,4,4,310.8590643,26,41,32,24
D,26,0,8,5,3,Everton,3.29,3.25,2.39,3.1,3.25,2.4,35,20,-0.25,1.68,2.18,3.2,1.87,2,3.21,2.36,1.74,2.26,3.4,1.91,2.05,3.3,2.6,30,,11/18/2017,E0,2,2,,TRUE,FALSE,9,9,0,16,7,2,2,D,2,Crystal Palace,2.75,3.25,2.6,TRUE,3.2,3.1,2.3,3.4,3.75,3.25,2.24,3.3,2.37,A Taylor,0,0,3.4,3.25,2.38,3.2,3.2,2.4,10,3,0,2,54,8,5,4,1,12,14,1,7,154.6078947,15,17,17,10,22,31,3,13,280.3412281,30,38,34,42,31,54,9,4,343.0526316,23,42,34,44,5,2,3,3,49.5,5,3,2,3,15,11,9,5,140.9380952,14,18,19,20,31,28,13,8,302.6028822,28,34,34,36,9,10,0,1,29.85,4,6,7,4,19,19,0,6,114.2,17,15,12,15,36,34,0,13,241.65,31,33,29,41,31,54,9,4,256.9473684,23,42,34,44,2,11,2,2,53.28571429,3,6,1,10,15,21,5,3,136.0988722,18,20,12,22,32,37,9,8,266.6593985,26,43,24,33
A,10,0,12,4,1,Man City,1.33,5.75,9.5,1.33,5.75,8,35,19,1.5,2.82,1.41,1.34,1.93,1.94,5.49,8.54,3,1.45,1.37,1.98,1.99,5.89,9.5,28,,11/18/2017,E0,2,0,,TRUE,TRUE,1,8,0,2,0,1,0,A,1,Leicester,1.35,5.3,8,TRUE,1.33,5.2,8.5,1.35,1.38,5.65,8.26,5.89,9.06,G Scott,1,0,1.33,5.75,9.5,1.35,5,9.5,2,1,3,2,77.3,9,1,3,4,21,8,10,2,207.25,31,8,24,7,41,17,18,4,409.4460317,53,13,44,18,36,42,8,9,406.8857143,27,44,38,35,5,5,1,3,62.15,3,3,3,3,10,14,2,14,218.4710526,8,15,8,20,16,37,3,26,403.9853383,16,37,17,47,10,4,2,2,57.15,4,3,5,6,21,18,3,4,147.6684211,11,26,18,20,32,44,7,12,250.9289474,23,50,29,52,36,42,8,9,193.1142857,27,44,38,35,10,3,0,2,46,8,5,4,1,17,10,4,6,140.1578947,18,11,16,9,29,27,7,11,274.0078947,27,32,36,25
H,9,0,5,0,1,Southampton,9,5,1.39,8.25,4.75,1.4,35,19,-1.25,2.24,1.65,8.29,2,1.87,4.87,1.39,2.35,1.7,9.5,2.05,1.92,5.17,1.45,31,,11/18/2017,E0,0,3,,TRUE,TRUE,10,15,0,21,8,0,2,H,1,Liverpool,7.2,4.4,1.45,TRUE,8,4.6,1.4,8.67,8.47,5.07,1.42,5.14,1.41,M Jones,0,1,9.5,5,1.4,8.5,4.8,1.4,7,2,1,1,48.84210526,5,6,1,1,18,12,3,4,174.6421053,19,16,14,14,31,26,6,6,309.674269,31,29,23,41,33,25,7,8,258.5403509,23,32,32,39,1,9,1,0,61.89473684,2,6,2,5,12,20,3,3,189.4161654,16,24,12,15,23,42,8,6,341.9424812,31,39,29,35,3,2,4,1,55.8,6,5,5,0,13,6,6,6,174.8877193,18,11,23,10,25,20,12,18,336.3238095,37,20,40,23,33,25,7,8,341.4596491,23,32,32,39,2,9,0,4,63.5,1,7,0,7,7,28,1,5,202.0657895,4,35,6,32,15,39,1,13,393.5586466,14,54,15,71
H,9,0,12,5,1,Newcastle,13,5.75,1.28,11.5,5.75,1.26,35,19,-1.5,1.98,1.84,12.54,1.98,1.9,5.43,1.28,2.05,1.91,15,2.02,1.94,5.8,1.3,32,,11/18/2017,E0,1,4,,TRUE,TRUE,11,10,0,16,7,1,2,H,1,Man United,10.5,5.8,1.27,TRUE,13,5.2,1.28,15,15,6,1.27,5.7,1.29,C Pawson,0,2,12,5.75,1.3,13,5,1.3,3,5,0,1,45.65,3,4,8,7,19,10,2,4,127.3785714,22,11,23,17,32,24,3,5,251.2285714,33,20,50,28,14,24,5,6,154.75,15,16,15,26,9,11,1,0,48.75,7,8,10,8,19,15,2,2,143.2333333,23,11,21,18,36,34,5,7,257.5,39,26,40,31,7,4,0,1,49.73684211,5,7,4,9,17,15,1,3,157.9210526,13,19,10,20,38,31,8,5,331.4947368,30,33,31,34,14,24,5,6,245.25,15,16,15,26,3,6,0,1,50.15,5,5,8,6,9,16,0,9,172.4921053,14,18,15,18,19,39,0,18,351.3921053,29,39,27,42
A,12,0,11,7,3,Chelsea,1.61,4,6.5,1.6,4,5.75,35,20,1,1.77,2.05,1.6,2.06,1.82,3.89,6.13,1.83,2.13,1.65,2.1,1.86,4.1,6.5,31,,11/18/2017,E0,4,0,,TRUE,TRUE,3,13,0,7,2,3,0,A,2,West Brom,1.55,4,6.2,TRUE,1.53,3.75,6,1.61,1.55,4.36,6.92,4.09,6.46,J Moss,1,0,1.62,4.1,6.25,1.62,3.75,6.5,5,5,1,0,60.26315789,9,4,7,3,13,15,7,1,169.75,21,16,11,15,33,36,13,2,340.05,44,30,30,34,27,41,7,10,400.7684211,38,33,27,35,7,4,0,1,50.26315789,5,7,4,9,21,14,3,5,132.3131579,20,14,22,15,30,33,7,10,303.0789474,34,30,32,46,5,3,0,1,37.8,2,2,7,3,9,15,1,3,117.1131579,8,18,12,14,24,29,3,8,230.3409357,21,44,21,29,27,41,7,10,199.2315789,38,33,27,35,2,1,3,2,22.7,9,1,3,4,11,10,5,4,95.1,23,7,11,13,25,33,7,6,203.7631579,44,24,34,26
H,10,0,10,6,4,West Ham,3.75,3.5,2.1,3.7,3.25,2.1,35,20,-0.25,1.91,1.89,3.61,2.08,1.81,3.42,2.1,1.98,1.95,3.8,2.13,1.85,3.52,2.2,32,,11/19/2017,E0,0,2,,TRUE,TRUE,3,13,0,17,7,0,1,H,1,Watford,3.3,3.35,2.2,TRUE,3.5,3.4,2.05,3.79,3.54,3.26,2.32,3.5,2.13,A Marriner,0,1,3.7,3.5,2.1,3.6,3.5,2.1,2,11,2,2,46.71428571,3,6,1,10,9,20,3,3,148.4274436,12,21,8,20,17,45,5,13,285.2274436,28,46,23,42,14,19,7,8,223.9761905,18,27,14,26,3,2,4,1,44.2,6,5,5,0,7,14,7,2,149.9,9,15,10,8,19,32,14,6,274.9634454,32,39,29,19,5,2,3,3,50.5,5,3,2,3,17,15,7,9,168.65,19,11,14,12,30,35,13,10,333.0547619,36,19,31,28,14,19,7,8,176.0238095,18,27,14,26,1,8,1,0,70.15,4,9,1,4,17,13,8,2,152.05,21,21,18,6,36,23,16,5,281.8730159,47,32,32,15
D,5,0,13,6,0,Stoke,3.39,3.2,2.39,3.2,3.1,2.4,34,19,-0.25,1.57,2.39,3.27,1.85,2.02,3.11,2.38,1.62,2.51,3.52,1.92,2.07,3.3,2.45,30,,11/20/2017,E0,2,2,,TRUE,TRUE,6,13,0,9,3,2,1,A,1,Brighton,2.95,3.3,2.4,TRUE,3.25,3,2.35,3.52,3.42,3.19,2.41,3.16,2.38,L Mason,0,1,3.4,3.13,2.4,3.3,3.1,2.4,1,8,1,0,29.85,4,9,1,4,6,20,3,10,111.2833333,13,22,6,15,27,40,5,12,252.6280702,37,35,21,33,,,,,,,,,,10,4,2,2,42.85,4,3,5,6,19,17,5,6,122.9,18,11,12,16,39,29,11,9,243.8857143,33,22,36,30,7,8,1,0,46.85,3,4,1,4,15,24,4,2,111.6,11,20,6,25,32,39,5,6,244.5184211,27,39,18,38,,,,,,,,,,7,2,1,1,51.15789474,5,6,1,1,16,11,2,3,149.4078947,19,13,17,12,32,16,4,7,223.2078947,31,19,28,19
