FTR,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,,Date,Div,FTAG,FTHG,,GoalFirstHalf,GoalSecondHalf,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,IsTraining,LBA,LBD,LBH,PSA,PSCA,PSCD,PSCH,PSD,PSH,Referee,SHAG,SHHG,VCA,VCD,VCH,WHA,WHD,WHH,away_away_1_team_corners_against,away_away_1_team_corners_for,away_away_1_team_goals_against,away_away_1_team_goals_for,away_away_1_team_possession,away_away_1_team_shotsoff_against,away_away_1_team_shotsoff_for,away_away_1_team_shotson_against,away_away_1_team_shotson_for,away_away_3_team_corners_against,away_away_3_team_corners_for,away_away_3_team_goals_against,away_away_3_team_goals_for,away_away_3_team_possession,away_away_3_team_shotsoff_against,away_away_3_team_shotsoff_for,away_away_3_team_shotson_against,away_away_3_team_shotson_for,away_away_6_team_corners_against,away_away_6_team_corners_for,away_away_6_team_goals_against,away_away_6_team_goals_for,away_away_6_team_possession,away_away_6_team_shotsoff_against,away_away_6_team_shotsoff_for,away_away_6_team_shotson_against,away_away_6_team_shotson_for,away_direct_team_corners_against,away_direct_team_corners_for,away_direct_team_goals_against,away_direct_team_goals_for,away_direct_team_possession,away_direct_team_shotsoff_against,away_direct_team_shotsoff_for,away_direct_team_shotson_against,away_direct_team_shotson_for,away_home_1_team_corners_against,away_home_1_team_corners_for,away_home_1_team_goals_against,away_home_1_team_goals_for,away_home_1_team_possession,away_home_1_team_shotsoff_against,away_home_1_team_shotsoff_for,away_home_1_team_shotson_against,away_home_1_team_shotson_for,away_home_3_team_corners_against,away_home_3_team_corners_for,away_home_3_team_goals_against,away_home_3_team_goals_for,away_home_3_team_possession,away_home_3_team_shotsoff_against,away_home_3_team_shotsoff_for,away_home_3_team_shotson_against,away_home_3_team_shotson_for,away_home_6_team_corners_against,away_home_6_team_corners_for,away_home_6_team_goals_against,away_home_6_team_goals_for,away_home_6_team_possession,away_home_6_team_shotsoff_against,away_home_6_team_shotsoff_for,away_home_6_team_shotson_against,away_home_6_team_shotson_for,home_away_1_team_corners_against,home_away_1_team_corners_for,home_away_1_team_goals_against,home_away_1_team_goals_for,home_away_1_team_possession,home_away_1_team_shotsoff_against,home_away_1_team_shotsoff_for,home_away_1_team_shotson_against,home_away_1_team_shotson_for,home_away_3_team_corners_against,home_away_3_team_corners_for,home_away_3_team_goals_against,home_away_3_team_goals_for,home_away_3_team_possession,home_away_3_team_shotsoff_against,home_away_3_team_shotsoff_for,home_away_3_team_shotson_against,home_away_3_team_shotson_for,home_away_6_team_corners_against,home_away_6_team_corners_for,home_away_6_team_goals_against,home_away_6_team_goals_for,home_away_6_team_possession,home_away_6_team_shotsoff_against,home_away_6_team_shotsoff_for,home_away_6_team_shotson_against,home_away_6_team_shotson_for,home_direct_team_corners_against,home_direct_team_corners_for,home_direct_team_goals_against,home_direct_team_goals_for,home_direct_team_possession,home_direct_team_shotsoff_against,home_direct_team_shotsoff_for,home_direct_team_shotson_against,home_direct_team_shotson_for,home_home_1_team_corners_against,home_home_1_team_corners_for,home_home_1_team_goals_against,home_home_1_team_goals_for,home_home_1_team_possession,home_home_1_team_shotsoff_against,home_home_1_team_shotsoff_for,home_home_1_team_shotson_against,home_home_1_team_shotson_for,home_home_3_team_corners_against,home_home_3_team_corners_for,home_home_3_team_goals_against,home_home_3_team_goals_for,home_home_3_team_possession,home_home_3_team_shotsoff_against,home_home_3_team_shotsoff_for,home_home_3_team_shotson_against,home_home_3_team_shotson_for,home_home_6_team_corners_against,home_home_6_team_corners_for,home_home_6_team_goals_against,home_home_6_team_goals_for,home_home_6_team_possession,home_home_6_team_shotsoff_against,home_home_6_team_shotsoff_for,home_home_6_team_shotson_against,home_home_6_team_shotson_for
H,11,0,10,2,4,Stoke,4,3.5,2.05,3.9,3.4,2,46,24,-0.5,1.84,1.96,3.83,1.84,2.04,3.44,2.04,1.92,2.03,4.1,1.88,2.08,3.55,2.1,45,,1/4/2017,E0,0,2,,TRUE,TRUE,10,7,0,23,10,0,1,H,1,Leicester,4.1,3.5,1.9,TRUE,3.8,3.3,2,4,4.59,3.65,1.89,3.48,2.07,L Mason,0,1,3.9,3.5,2.05,3.8,3.4,2.05,3,8,2,4,46.95238095,3,9,0,5,12,23,5,10,114.752381,11,24,9,24,26,37,9,11,272.2261905,31,40,25,32,25,42,6,7,297.8333333,18,38,23,29,9,9,2,2,68,4,7,10,8,29,16,2,4,172.1342105,18,14,25,13,41,31,5,10,320.9413534,34,35,40,33,9,9,2,2,32,4,7,10,8,24,16,4,4,106.0868421,19,18,26,26,36,36,6,10,235.6763158,29,40,34,47,25,42,6,7,202.1666667,18,38,23,29,7,7,0,1,46.9,7,5,10,5,22,13,4,5,109.05,21,13,21,11,39,28,9,11,247.3222222,36,30,44,18
H,10,0,9,4,3,Everton,5.25,3.9,1.73,5,4,1.67,46,22,-0.75,2.1,1.73,4.99,1.98,1.89,3.94,1.7,2.22,1.78,5.35,2.04,1.96,4.15,1.75,43,,1/4/2017,E0,1,3,,TRUE,TRUE,2,17,0,10,6,1,2,H,1,Liverpool,5.3,3.8,1.65,TRUE,5,3.8,1.67,5.25,5.6,3.79,1.73,3.97,1.73,A Taylor,0,1,5.25,4,1.7,5,3.8,1.73,5,5,1,3,54.15,9,5,10,5,13,10,5,6,162.8,18,13,14,12,25,21,6,14,311.7105263,31,30,32,33,26,26,3,6,226.85,21,28,30,50,6,1,1,0,43.7,6,3,6,3,12,15,3,3,127.1,16,12,12,16,32,43,6,7,292.7868421,29,31,26,39,6,1,1,0,56.3,6,3,6,3,17,10,7,4,171.75,16,7,14,15,38,17,13,7,350.9394737,36,16,38,21,26,26,3,6,273.15,21,28,30,50,6,4,0,1,42.94736842,4,3,6,1,12,23,4,6,179.2473684,9,22,12,17,21,41,6,16,368.1989557,16,51,28,53
D,13,0,3,1,3,West Brom,11,5,1.36,8.5,5,1.36,46,23,-1.5,1.95,1.85,9.83,1.77,2.1,4.9,1.36,2.02,1.93,11,1.81,2.18,5.5,1.4,45,,1/4/2017,E0,0,0,,FALSE,FALSE,6,15,0,18,3,0,0,D,3,Man United,9.5,5.5,1.3,TRUE,9.5,4.5,1.36,10.55,10,5.05,1.38,5.05,1.37,M Dean,0,0,11,5,1.36,9,5,1.36,3,8,2,1,29.3,2,8,2,2,9,17,2,3,81.78157895,8,24,4,20,23,27,6,7,220.3204678,21,37,15,37,23,20,5,6,178.05,20,28,24,34,3,2,2,0,48.55,4,6,4,5,18,5,4,6,125.9071429,12,18,17,10,36,15,9,11,218.4071429,28,37,42,17,3,2,2,0,51.45,4,6,4,5,14,9,5,2,172.8,16,11,16,13,22,19,8,7,320.7789474,30,19,28,27,23,20,5,6,321.95,20,28,24,34,2,12,1,3,65.47368421,6,13,2,18,15,20,2,7,165.485589,12,29,16,36,24,57,4,9,336.535589,25,56,20,71
D,8,0,12,3,0,Bournemouth,6,4,1.65,5.75,3.9,1.62,46,24,-1,2.1,1.73,5.52,1.78,2.1,3.99,1.64,2.2,1.79,6,1.84,2.16,4.2,1.69,44,,1/4/2017,E0,0,0,,FALSE,FALSE,6,14,0,14,4,0,0,D,1,Southampton,5.7,3.9,1.6,TRUE,5.25,3.8,1.62,5.57,5.55,4.13,1.67,4.13,1.67,J Moss,0,0,5.75,4,1.62,5.5,4.2,1.62,3,4,3,0,57.15,5,5,3,8,20,13,7,5,171.75,17,17,16,21,43,23,9,11,326.8150794,39,37,29,37,12,21,3,5,138.6,16,11,14,13,4,7,3,1,50.6,3,2,6,5,24,15,6,6,160.05,16,7,14,16,34,39,9,13,331.6710526,26,30,34,38,4,7,3,1,49.4,3,2,6,5,24,14,3,4,167.5157895,20,5,23,10,43,28,5,8,328.2315789,35,24,44,19,12,21,3,5,161.4,16,11,14,13,3,8,2,1,70.7,2,8,2,2,15,14,7,3,170.7576441,11,20,12,10,28,27,9,4,329.4602757,35,37,26,21
H,8,0,11,3,3,Sunderland,4.75,3.6,1.85,4.5,3.6,1.83,46,24,-0.5,1.77,2.04,4.57,2.05,1.83,3.56,1.84,1.82,2.13,4.86,2.09,1.87,3.67,1.91,44,,1/4/2017,E0,0,1,,FALSE,TRUE,13,12,0,23,10,0,0,D,1,Watford,4.3,3.5,1.85,TRUE,4.5,3.5,1.8,4.72,4.23,3.6,1.97,3.67,1.87,L Probert,0,1,4.8,3.6,1.85,4.5,3.6,1.85,2,6,1,4,48.75,6,11,4,3,11,18,2,10,124.95,13,29,15,17,19,45,4,14,223.3940267,21,66,31,41,18,19,3,3,140.25,11,28,14,15,11,4,0,1,42.3,6,6,4,7,20,12,3,2,130.0631579,24,18,19,24,41,20,8,7,261.1774436,48,27,42,30,11,4,0,1,57.7,6,6,4,7,17,12,1,6,155.4428571,14,19,15,14,28,29,3,12,293.1244361,21,41,28,37,18,19,3,3,159.75,11,28,14,15,3,0,4,1,37.36842105,11,2,6,2,10,9,8,5,145.1684211,20,10,12,11,21,23,10,8,289.3947368,33,29,26,20
D,15,0,14,5,2,Man City,2.3,3.75,3.1,2.2,3.5,3.25,47,23,0.25,2.36,1.58,2.26,1.95,1.91,3.62,3.08,2.51,1.65,2.41,2.02,1.96,3.82,3.25,42,,2/4/2017,E0,2,2,,TRUE,TRUE,3,8,0,8,3,2,1,A,3,Arsenal,2.4,3.5,2.85,TRUE,2.2,3.6,3,2.23,2.41,3.84,2.9,3.82,3.22,A Marriner,0,1,2.25,3.75,3.13,2.3,3.5,3.1,4,2,4,0,68.5,6,1,1,6,16,9,4,5,186.6526316,14,4,16,8,42,21,10,11,390.1526316,36,17,44,23,17,35,8,8,307.9,22,33,21,18,4,5,2,2,54.2,2,8,1,8,13,21,4,6,180.0605263,13,20,5,18,19,43,9,10,375.7605263,22,43,11,44,2,3,2,2,57.78947368,3,8,9,5,10,15,6,7,149.5394737,14,19,14,15,19,36,13,11,317.0394737,30,34,24,34,17,35,8,8,192.1,22,33,21,18,5,9,2,1,69.42857143,3,7,5,10,13,27,3,5,201.5285714,7,31,16,31,35,43,5,12,396.6285714,21,55,24,61
D,16,0,8,1,3,Middlesbrough,4.33,3.4,2,4.2,3.4,1.95,46,24,-0.5,1.68,2.17,4.2,1.93,1.94,3.39,1.97,1.75,2.26,4.5,1.99,2,3.5,2.06,44,,2/4/2017,E0,0,0,,FALSE,FALSE,11,9,0,15,3,0,0,D,2,Swansea,3.8,3.4,2,TRUE,4.2,3.25,1.91,4.47,4.62,3.43,1.95,3.43,1.98,R Madley,0,0,4.5,3.5,1.93,4.2,3.5,1.95,1,3,0,0,61.26315789,4,6,1,7,6,22,1,4,147.1894737,14,21,7,29,13,36,4,8,272.9370927,21,47,17,47,8,3,0,3,40.55,6,6,6,2,3,4,1,1,64.3,5,1,9,7,10,13,4,2,176.45,15,11,17,14,27,34,7,7,324.25,29,27,33,29,3,6,3,2,32.78947368,2,6,1,8,16,13,5,6,152.9894737,14,14,10,14,30,28,7,15,284.8394737,20,31,17,44,8,3,0,3,59.45,6,6,6,2,4,5,1,2,40.68421053,4,2,4,6,9,12,6,4,125.7447368,12,15,16,19,23,37,13,14,303.2685464,28,37,27,33
H,16,0,15,2,2,Stoke,3.3,3.1,2.5,3.25,3.1,2.4,45,24,-0.25,1.59,2.36,3.23,1.81,2.08,3.1,2.45,1.65,2.48,3.42,1.86,2.14,3.3,2.55,43,,4/4/2017,E0,0,1,,FALSE,TRUE,3,9,0,7,3,0,0,D,3,Burnley,2.95,3.3,2.4,TRUE,3.3,3.1,2.4,3.43,3.34,3.16,2.47,3.07,2.48,K Friend,0,1,3.3,3.1,2.5,3.1,3.1,2.5,4,10,0,2,49.15,3,6,6,12,10,26,0,6,118.6315789,8,23,12,24,21,44,5,13,269.5066872,19,43,25,40,15,25,2,3,188.45,12,18,12,14,11,5,2,1,37.25,5,2,11,1,17,16,2,4,158.2149123,14,8,15,10,35,29,4,8,311.1833333,34,23,38,29,1,11,1,2,40.94736842,7,1,2,6,8,23,3,5,125.102924,19,18,12,24,21,42,6,10,231.302924,28,47,30,48,15,25,2,3,111.55,12,18,12,14,7,3,2,0,33.6,7,4,9,9,10,14,3,2,124.6,15,17,26,27,22,29,4,8,266.5611111,31,34,44,38
H,13,0,15,3,1,Sunderland,8.5,4.5,1.45,7.75,4.6,1.42,45,23,-1.5,2.06,1.76,7.85,1.64,2.31,4.5,1.45,2.14,1.83,8.92,1.69,2.54,4.7,1.5,43,,4/4/2017,E0,0,2,,FALSE,TRUE,5,12,0,19,8,0,0,D,0,Leicester,6.5,4.2,1.5,TRUE,8,4.33,1.44,7.92,7.48,4.5,1.51,4.61,1.48,G Scott,0,2,8.5,4.5,1.45,8.5,4.33,1.44,9,13,0,1,47.85,3,9,5,14,16,30,4,3,113.1687135,11,24,12,37,27,42,6,12,252.1131579,23,50,27,57,32,24,6,5,272.3815789,25,41,34,39,5,3,0,0,47.4,9,7,8,7,11,15,5,1,125.4497076,17,17,23,15,30,24,10,4,229.6269803,33,22,52,31,5,6,3,2,50.65,4,8,4,11,10,23,3,5,131.6,12,22,18,30,23,41,5,11,244.25,27,45,37,49,32,24,6,5,227.6184211,25,41,34,39,4,10,0,2,50.85,3,6,6,12,20,25,3,7,148.6921053,12,18,22,24,35,45,9,8,270.9105263,25,34,43,34
D,18,1,11,4,4,Everton,6.5,4.2,1.57,6.5,4,1.55,46,24,-1,1.93,1.88,6.32,1.89,1.96,4.11,1.57,2,1.95,6.8,1.95,2.01,4.3,1.61,45,,4/4/2017,E0,1,1,,TRUE,TRUE,6,10,0,18,3,1,0,A,1,Man United,6.2,4,1.55,TRUE,6.5,4,1.57,6.75,6.55,4.05,1.61,4.23,1.57,N Swarbrick,0,1,6.5,4.2,1.57,6.5,4,1.57,3,2,1,3,44.1,4,1,4,6,7,14,3,6,146.8,6,13,13,17,24,32,6,11,309.2473684,26,25,37,36,24,34,6,7,222.85,16,21,34,30,8,5,0,4,64.4,4,5,1,6,20,19,0,9,199.8868421,10,19,9,24,42,36,3,22,341.6368421,26,28,34,38,3,8,3,1,43.26315789,7,4,6,5,13,19,8,1,161.5263158,20,13,27,11,25,24,14,2,337.3763158,36,23,46,23,24,34,6,7,277.15,16,21,34,30,1,6,0,0,73.21052632,0,7,4,10,4,26,1,4,186.6131579,5,24,10,36,14,50,3,8,364.6892231,20,47,20,69
H,14,0,18,2,4,West Brom,3.2,3.2,2.5,2.95,3.2,2.5,45,24,-0.25,1.61,2.31,3.13,1.79,2.1,3.14,2.49,1.69,2.42,3.3,1.83,2.15,3.3,2.56,43,,4/4/2017,E0,0,2,,TRUE,TRUE,5,11,1,9,2,0,1,H,1,Watford,2.85,3.3,2.5,TRUE,3.1,3.1,2.5,3.19,3.29,3.16,2.5,3.16,2.56,P Tierney,0,1,3.2,3.2,2.5,3.1,3.1,2.5,1,6,0,0,26.78947368,0,7,4,10,12,17,2,5,91.82894737,4,18,12,26,18,37,6,10,181.2289474,13,34,24,47,11,14,2,5,128.2738095,13,23,16,16,5,4,1,3,27,3,3,6,4,16,17,4,5,112.2131579,13,11,15,16,35,30,5,12,256.0076023,32,24,33,34,2,3,1,0,54.21052632,4,6,2,1,8,17,3,3,130.7293233,12,23,12,23,29,37,5,8,272.2571011,26,40,23,42,11,14,2,5,171.7261905,13,23,16,16,9,13,0,1,52.15,3,9,5,14,20,23,5,5,129.9738095,15,23,18,20,30,29,10,8,266.4290727,32,34,32,40
H,5,0,7,2,2,West Ham,8,5.25,1.4,8,5.25,1.36,45,24,-1.5,2.8,1.42,7.7,1.82,2.03,5.11,1.39,3,1.46,8.72,1.86,2.09,5.35,1.43,35,,5/4/2017,E0,0,3,,FALSE,TRUE,5,11,0,21,8,0,0,D,2,Arsenal,7.5,4.8,1.4,TRUE,7.5,5,1.36,7.89,7.32,5.35,1.43,5.32,1.42,M Atkinson,0,3,8,5.25,1.36,8,5,1.4,3,5,0,0,43.1,4,8,8,11,4,17,2,5,135.8111111,10,25,14,26,21,31,6,13,291.4373016,29,43,24,36,23,34,12,13,252.8777778,25,39,35,56,4,8,0,0,44.52631579,4,7,2,10,12,18,3,3,145.1263158,10,20,10,30,25,33,11,6,297.4868421,24,33,18,47,4,2,2,1,68.35,6,5,5,6,17,11,3,7,213.95,14,12,18,19,35,33,7,15,366.7894737,22,32,36,37,23,34,12,13,347.1222222,25,39,35,56,1,12,1,0,72.14285714,2,4,5,8,9,20,3,5,183.031746,12,19,13,19,26,42,6,10,376.9603175,21,47,29,46
H,14,0,17,7,3,Man City,3.1,3.5,2.4,3.1,3.4,2.3,45,24,-0.25,2.09,1.74,3.05,1.84,2.03,3.41,2.37,2.19,1.8,3.3,1.89,2.08,3.56,2.45,43,,5/4/2017,E0,1,2,,TRUE,FALSE,2,10,0,10,4,1,2,H,1,Chelsea,3.3,3.35,2.2,TRUE,2.9,3.5,2.3,3.08,3.63,3.39,2.22,3.56,2.41,M Dean,0,0,3.13,3.5,2.38,3.1,3.3,2.4,8,4,3,0,64,7,4,8,4,25,9,6,5,174.6,18,15,21,8,40,20,13,6,378.4947368,37,21,35,24,25,42,10,9,330.2666667,22,34,30,33,4,7,0,0,65.75,1,13,2,8,15,23,3,3,185.05,8,31,9,19,23,46,6,7,377.4,14,55,14,38,3,1,0,2,41.7,4,6,0,1,18,10,4,5,156.25,15,12,17,5,26,20,9,8,308.55,28,24,31,15,25,42,10,9,269.7333333,22,34,30,33,7,6,2,4,50.31578947,5,6,5,8,19,17,5,8,153.1919799,15,19,14,29,40,44,7,16,328.6134085,23,34,25,44
H,12,0,12,4,1,Middlesbrough,4.2,3.3,2.05,4,3.3,2,45,24,-0.5,1.59,2.36,4.04,1.84,2.03,3.27,2.05,1.65,2.48,4.3,1.89,2.1,3.5,2.2,43,,5/4/2017,E0,2,4,,TRUE,TRUE,8,13,0,17,5,2,3,H,2,Hull,3.3,3.35,2.2,TRUE,4,3.1,2,4.2,4.23,3.3,2.08,3.32,2.08,M Oliver,0,1,4.1,3.3,2.1,4.2,3.2,2.05,3,4,0,4,31.15,3,7,3,6,10,23,2,8,118.8710526,11,20,10,19,15,44,2,12,240.0394737,28,39,21,39,11,21,2,6,109.9210526,7,13,7,12,5,3,0,1,47.26315789,7,3,6,1,12,9,2,2,139.1631579,18,12,13,16,20,26,6,4,300.5,32,21,33,31,6,6,0,1,49.05,5,4,3,3,16,16,3,6,133.3833333,13,21,11,16,36,34,5,14,265.3675439,26,42,21,36,11,21,2,6,90.07894737,7,13,7,12,7,4,0,2,40.3,8,4,5,1,16,17,3,8,142.6789474,18,13,11,8,41,26,5,13,295.6067251,36,31,35,22
D,8,0,7,2,1,Bournemouth,9.5,5.25,1.36,8.25,5.25,1.36,46,24,-1.5,2.63,1.48,8.25,1.79,2.07,5.1,1.38,2.75,1.53,9.5,1.85,2.16,5.5,1.43,38,,5/4/2017,E0,2,2,,TRUE,TRUE,7,11,0,20,8,1,1,D,1,Liverpool,9.5,5.5,1.3,TRUE,8,5,1.36,8.45,8.4,4.85,1.44,5.31,1.4,L Mason,1,1,9,5.25,1.36,9,5,1.36,5,6,1,0,63.05263158,4,9,10,8,8,26,3,6,126.2526316,9,23,14,30,19,55,6,10,266.9894737,22,43,25,54,23,22,8,8,164.5,23,28,17,29,3,4,0,4,68.85,3,7,3,6,11,10,3,7,172.35,15,14,13,16,27,20,8,13,326.1631579,35,26,27,32,4,4,1,0,68.47619048,9,5,4,2,20,18,4,2,164.7261905,22,17,15,7,54,29,6,8,331.6498747,41,27,46,17,23,22,8,8,235.5,23,28,17,29,3,4,2,1,71.19047619,2,6,2,8,8,13,5,6,199.6404762,8,16,8,22,15,43,7,13,371.4931078,21,29,17,46
H,11,0,17,3,1,Crystal Palace,4.75,3.7,1.83,4.75,3.5,1.8,45,23,-0.5,1.76,2.05,4.67,2.06,1.81,3.56,1.83,1.83,2.11,4.86,2.12,1.87,3.7,1.91,43,,5/4/2017,E0,1,3,,TRUE,TRUE,11,16,0,25,9,1,1,D,2,Southampton,4.5,3.6,1.8,TRUE,4.5,3.5,1.8,4.86,4.84,3.61,1.86,3.7,1.84,R East,0,2,4.8,3.6,1.85,4.8,3.5,1.83,3,4,2,1,28.80952381,2,6,2,8,17,24,5,5,105.9833333,17,22,7,35,30,36,9,6,239.4368421,30,35,16,50,36,43,5,13,248.45,37,39,34,39,4,14,2,0,64.21052632,2,7,5,8,20,24,5,2,163.3660819,14,14,14,19,32,36,6,6,291.0555556,29,32,30,34,7,6,2,4,49.68421053,5,6,5,8,11,18,4,6,150.1342105,11,16,11,25,22,35,12,12,319.2055556,23,29,33,38,36,43,5,13,351.55,37,39,34,39,6,6,0,1,50.95,5,4,3,3,25,21,4,4,147.3,22,16,15,16,32,37,8,9,319.4,37,43,25,34
A,8,0,18,8,1,Tottenham,1.73,4,5,1.7,3.75,5,45,23,1,1.98,1.82,1.72,2.25,1.67,3.82,5.04,2.06,1.9,1.8,2.38,1.72,4,5.35,43,,5/4/2017,E0,3,1,,TRUE,TRUE,5,7,0,4,1,0,1,H,1,Swansea,1.65,3.8,5.3,TRUE,1.7,3.8,4.75,1.72,1.7,4,5.45,3.97,5.33,J Moss,3,0,1.7,4,5.4,1.73,3.8,5,11,2,1,0,61.9,9,1,8,4,25,10,6,1,192.1095238,24,8,22,13,44,27,8,5,355.1595238,39,21,33,35,33,35,11,13,358.4595238,24,37,33,53,1,13,0,4,64.25,3,5,2,14,7,25,1,10,171.1277778,10,14,7,33,16,51,3,18,358.1961988,19,39,16,59,2,5,1,1,49.73684211,5,6,6,6,7,15,1,3,141.4368421,14,16,18,22,19,27,4,9,265.1590643,23,30,29,42,33,35,11,13,241.5404762,24,37,33,53,4,11,1,2,54.75,4,4,4,4,14,27,4,3,150.6404762,16,15,12,12,23,48,7,10,318.8191312,27,30,24,34
A,11,0,15,5,3,Chelsea,1.6,4,6.5,1.55,4.1,6.25,45,23,1,2.01,1.8,1.58,1.99,1.87,4.02,6.2,2.09,1.87,1.63,2.05,1.95,4.3,6.74,44,,8/4/2017,E0,3,1,,TRUE,TRUE,4,7,0,12,1,2,1,A,2,Bournemouth,1.55,4,6.2,TRUE,1.57,4,5.75,1.59,1.53,4.5,6.85,4.26,6.35,A Marriner,1,0,1.57,4.2,6.5,1.62,3.6,6,8,5,1,0,71.15,11,2,10,5,15,8,4,2,161.3,19,17,15,10,34,23,10,6,324.2,35,30,35,16,20,30,8,5,214.4657895,22,25,22,24,1,11,1,5,70.2,2,14,4,8,5,27,4,12,172.9,5,33,5,24,24,44,9,20,326.0919799,20,52,19,53,1,9,1,2,54.3,2,11,8,8,7,28,2,6,153.1026316,9,25,20,30,14,56,6,10,262.5526316,17,50,28,56,20,30,8,5,185.5342105,22,25,22,24,1,7,1,2,58.05,8,8,5,8,11,11,3,8,184.9,21,20,12,20,25,22,8,16,347.45,38,33,27,37
H,8,0,6,1,2,Hull,17,7.5,1.2,14,7.25,1.19,47,23,-2,2.91,1.4,14.5,1.95,1.91,7.13,1.2,3.05,1.44,18.32,2.01,1.97,7.6,1.22,37,,8/4/2017,E0,1,3,,TRUE,TRUE,7,6,0,23,7,0,1,H,0,Man City,15,7.5,1.17,TRUE,13,7,1.2,14.85,16,8.2,1.2,7.6,1.22,J Moss,1,2,17,7.5,1.2,13,6,1.22,7,3,0,4,67.78947368,3,5,4,0,20,12,1,8,169.172807,15,16,14,7,35,34,5,16,286.4570175,25,39,20,29,19,27,10,5,136.05,18,24,17,27,3,2,7,1,35,4,4,8,3,14,13,9,3,134.3,19,14,16,14,30,28,13,11,291.4567251,32,26,28,30,5,4,5,0,63.55555556,6,1,5,4,24,12,10,2,195.6555556,25,11,20,13,45,23,15,7,376.1502924,40,27,40,23,19,27,10,5,263.95,18,24,17,27,1,7,1,3,69.84210526,2,8,2,9,7,25,3,10,207.7778195,7,24,7,25,22,48,6,13,392.8278195,15,55,16,44
D,12,0,7,2,3,Burnley,3.4,3.1,2.45,3.2,3.1,2.4,46,24,-0.25,1.55,2.42,3.24,1.84,2.04,3.12,2.42,1.61,2.53,3.45,1.89,2.1,3.3,2.5,40,,8/4/2017,E0,0,0,,FALSE,FALSE,4,9,0,12,5,0,0,D,0,Middlesbrough,2.85,3.3,2.5,TRUE,3.25,3,2.38,3.45,3.2,3.04,2.64,3.15,2.42,M Atkinson,0,0,3.4,3.13,2.45,3.2,3,2.4,1,7,1,2,41.95,8,8,5,8,12,27,5,4,119.7950292,13,22,20,33,21,45,6,6,253.0923977,34,34,32,55,6,11,0,1,88.35,9,6,6,13,5,2,2,1,43.85,4,8,1,1,16,10,6,3,142.4055556,8,16,14,12,29,17,9,5,260.1960317,25,24,42,29,3,3,0,3,28.85714286,2,8,5,13,7,15,0,10,105.0571429,5,28,9,24,15,40,2,16,234.1466165,18,44,18,42,6,11,0,1,111.65,9,6,6,13,3,6,3,1,43.05263158,6,6,4,5,19,13,5,4,122.2157895,25,15,17,11,29,27,10,6,270.8526316,43,28,30,31
A,11,0,14,4,2,Liverpool,1.95,3.75,4,1.91,3.6,4,46,22,0.5,1.97,1.85,1.94,1.94,1.93,3.61,4,2.04,1.93,2.02,1.98,1.97,3.8,4.4,45,,8/4/2017,E0,2,1,,TRUE,TRUE,5,7,0,9,4,0,1,H,0,Stoke,1.85,3.5,4.3,TRUE,1.91,3.6,3.8,1.98,2.31,3.3,3.51,3.71,4.06,M Dean,2,0,1.95,3.7,4.1,1.95,3.4,4,6,4,4,0,63.52941176,13,6,8,4,15,11,6,0,195.2161286,24,15,21,11,43,30,10,5,343.9398128,41,31,44,21,32,30,8,15,327.85,31,33,37,35,3,3,0,3,71.14285714,2,8,5,13,12,10,2,5,205.8596491,5,17,9,33,18,30,6,12,393.3622807,18,28,17,53,10,4,1,0,39,10,4,4,10,21,15,4,4,126.25,24,13,12,20,31,36,4,7,256.0595238,35,29,31,40,32,30,8,15,272.15,31,33,37,35,6,7,4,1,42.2,3,4,2,4,16,15,5,4,146.7666667,14,19,17,19,36,31,9,8,295.0982456,31,28,35,28
H,12,0,8,2,1,Watford,15,6.5,1.25,11.5,6,1.25,46,23,-1.75,2.38,1.58,13.34,1.97,1.9,6.1,1.24,2.54,1.65,18,2.04,1.95,6.74,1.3,44,,8/4/2017,E0,0,4,,TRUE,TRUE,7,12,0,19,6,0,3,H,0,Tottenham,9.5,5.5,1.3,TRUE,13,6,1.22,14,13.65,7.15,1.24,6.6,1.25,A Taylor,0,1,18,6.5,1.22,12,5.5,1.25,3,8,3,4,52.25,3,6,0,11,12,28,3,8,144,14,16,16,24,26,42,4,14,304.1327485,30,33,26,38,12,27,6,7,155.8406433,22,18,14,41,5,4,5,0,36.44444444,6,1,5,4,12,13,6,1,130.2839181,15,10,22,16,32,37,10,7,294.5839181,32,30,45,38,3,2,7,1,65,4,4,8,3,14,9,13,3,195.9394737,19,14,21,16,39,19,19,4,388.0489975,43,22,43,29,12,27,6,7,244.1593567,22,18,14,41,3,8,1,2,66.36842105,5,4,1,8,9,35,1,8,188.6184211,14,15,10,35,17,54,4,17,352.4961988,21,32,19,62
